5479,"XL Airways France",\N,"SE","SEU","STARWAY","France","Y"
5480,"XP Internation",\N,"","XPS","XP PARCEL","Netherlands","N"
5481,"Xabre Aerolineas",\N,"","XAB","AERO XABRE","Mexico","N"
5482,"Xclusive Jet Charter Limited",\N,"","XJC","EXCLUSIVE JET","United Kingdom","N"
5483,"Xerox Corporation",\N,"","XER","XEROX","United States","N"
5484,"Xiamen Airlines",\N,"MF","CXA","XIAMEN AIR","China","Y"
5485,"Xinjiang Airlines",\N,"","CXJ","XINJIANG","China","N"
5486,"Xjet Limited",\N,"","XJT","XRAY","United Kingdom","N"
5487,"Xtra Airways",\N,"XP","CXP","RUBY MOUNTAIN","United States","N"
5490,"Yak-Service",\N,"","AKY","YAK-SERVICE","Russia","N"
5491,"Yakolev",\N,"","YAK","YAK AVIA","Russia","N"
5492,"Yamal Airlines",\N,"YL","LLM","YAMAL","Russia","Y"
5493,"Yana Airlines",\N,"","CYG","VICAIR","Cambodia","N"
5494,"Yangtze River Express",\N,"Y8","YZR","YANGTZE RIVER","China","N"
5495,"Yellow Wings Air Services",\N,"","ELW","YELLOW WINGS","Kenya","N"
5496,"Yemenia",\N,"IY","IYE","YEMENI","Yemen","Y"
5497,"Yerevan-Avia",\N,"","ERV","YEREVAN-AVIA","Armenia","N"
5498,"Young Flying Service",\N,"","YFS","YOUNG AIR","United States","N"
5499,"Yuhi Air Lines",\N,"","AYU","","Japan","N"
5500,"Yuzhnaya Aircompany",\N,"","UGN","PLUTON","Kazakhstan","N"
5501,"Yuzhmashavia",\N,"2N","UMK","YUZMASH","Ukraine","Y"
5504,"Z-Avia",\N,"","RZV","ZEDAVIA","Armenia","N"
5505,"Zagros Airlines",\N,"","IZG","ZAGROS","Iran","N"
5506,"Zaire Aero Service",\N,"","ZAI","ZASAIR","Democratic Republic of Congo","N"
5507,"Zairean Airlines",\N,"","ZAR","ZAIREAN","Democratic Republic of Congo","N"
5508,"Zambian Airways",\N,"Q3","MBN","ZAMBIANA","Zambia","N"
5509,"Zambezi Airlines",\N,"","ZMA","ZAMBEZI WINGS","Zambia","N"
5510,"Zanair",\N,"","TAN","ZANAIR","Tanzania","Y"
5511,"Zantop International Airlines",\N,"","ZAN","ZANTOP","United States","N"
5512,"ZAS Airlines of Egypt",\N,"","ZAS","ZAS AIRLINES","Egypt","N"
5513,"Zenith Air",\N,"","AZR","ZENAIR","South Africa","N"
5514,"Zenmour Airlines",\N,"","EMR","ZENMOUR","Mauritania","N"
5515,"Zephyr Express",\N,"","RZR","RECOVERY","United States","N"
5516,"Zhejiang Airlines",\N,"","CJG","ZHEJIANG","China","N"
5517,"Zhetysu",\N,"","JTU","ZHETYSU","Kazakhstan","N"
5518,"Zhez Air",\N,"","KZH","","Kazakhstan","N"
5519,"Zhongfei General Aviation",\N,"","CFZ","ZHONGFEI","China","N"
5520,"Zhongyuan Aviation",\N,"","CYN","ZHONGYUAN","China","N"
5521,"Zip",\N,"3J","WZP","ZIPPER","Canada","N"
5522,"Zimex Aviation",\N,"C4","IMX","ZIMEX","Switzerland","N"
5523,"Zoom Airlines",\N,"Z4","OOM","ZOOM","Canada","Y"
5524,"Zoom Airways",\N,"","ZAW","ZED AIR","Bangladesh","N"
5525,"Zorex",\N,"","ORZ","ZOREX","Spain","N"
5526,"Zracno Pristaniste Mali Losinj",\N,"","MLU","MALI LOSINJ","Croatia","N"
5659,"EasyJet Airline",\N,\N,\N,\N,\N,"N"
5528,"ValuJet",\N,\N,\N,\N,\N,"N"
5529,"British Midland",\N,\N,\N,\N,\N,"Y"
5663,"ANA All Nippon Airways",\N,\N,\N,\N,\N,"N"
5531,"Aerolinas Argentina",\N,\N,\N,\N,\N,"Y"
5667,"Aero Lloyd",\N,\N,\N,\N,\N,"N"
5533,"Tyrolean Airways",\N,\N,"TYR","TYROLEAN",\N,"Y"
5534,"AeroLloyd",\N,\N,\N,\N,\N,"N"
5662,"WizzAir",\N,\N,\N,\N,\N,"Y"
5536,"Urlaubsflieger",\N,\N,\N,\N,\N,"N"
5687,"GF",\N,\N,\N,\N,\N,"N"
5686,"EK",\N,\N,\N,\N,\N,"N"
5685,"AA",\N,\N,\N,\N,\N,"Y"
5684,"DL",\N,\N,\N,\N,\N,"Y"
5683,"OK",\N,\N,\N,\N,\N,"Y"
5682,"VS",\N,\N,\N,\N,\N,"Y"
5681,"MS",\N,\N,\N,\N,\N,"Y"
5680,"LH",\N,\N,\N,\N,\N,"Y"
5679,"qr",\N,\N,\N,\N,\N,"Y"
5678,"r France",\N,\N,\N,\N,\N,"N"
5677,"rTran Airways",\N,\N,\N,\N,\N,"N"
5676,"Airways",\N,\N,\N,\N,\N,"N"
5675,"lta Air Lines",\N,\N,\N,\N,\N,"N"
5673,"rthwest Airlines",\N,\N,\N,\N,\N,"N"
5674,"ntinental Airlines",\N,\N,\N,\N,\N,"N"
5660,"Wideroe",\N,\N,\N,\N,\N,"Y"
5556,"buzz",\N,"UK","BUZ",\N,\N,"N"
5672,"PrivatAir",\N,\N,\N,\N,\N,"N"
5559,"Maldivian Air Taxi",\N,"8Q",\N,\N,"Maldives","Y"
5560,"Trans Maldivian",\N,\N,\N,\N,\N,"Y"
6320,"United Express (TransStates)",\N,\N,\N,\N,\N,"Y"
5562,"Glacier Southern Lakes Helicopter",\N,\N,\N,\N,\N,"Y"
5695,"Lufthansa",\N,\N,\N,\N,\N,"N"
5694,"VirginBlue",\N,\N,\N,\N,\N,"N"
5693,"Emirates Airlines",\N,\N,\N,\N,\N,"N"
5692,"Varig",\N,\N,\N,\N,\N,"N"
5691,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
5690,"easyJet",\N,\N,\N,\N,\N,"Y"
5689,"MU",\N,\N,\N,\N,\N,"N"
5665,"Augsburg Airways",\N,\N,\N,\N,\N,"N"
5668,"Air Alfa",\N,\N,\N,\N,\N,"N"
5669,"Contact Air",\N,\N,\N,\N,\N,"Y"
5670,"Air Service Berlin CFH",\N,\N,\N,\N,\N,"Y"
5688,"ZH",\N,\N,\N,\N,\N,"N"
6381,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"Y"
6319,"United Express (Mesa)",\N,\N,\N,\N,\N,"Y"
5580,"Aerotuc",\N,\N,\N,\N,\N,"N"
5582,"Sabena",\N,\N,\N,\N,\N,"N"
5583,"Thai Air Asia",\N,\N,\N,\N,\N,"Y"
6362,"",\N,\N,\N,\N,\N,"Y"
5661,"Fly Niki",\N,\N,\N,\N,\N,"N"
5586,"VASO Airlines",\N,\N,\N,\N,\N,"N"
5587,"Sibir Airlines",\N,\N,\N,\N,\N,"N"
5588,"Turkmenistan Airlines",\N,\N,\N,\N,\N,"N"
5589,"DocFinity",\N,\N,\N,\N,\N,"N"
5590,"Matt Vanderloo",\N,\N,\N,\N,\N,"N"
5591,"easyJet",\N,\N,\N,\N,\N,"Y"
5592,"Lufthansa Cityline",\N,\N,\N,\N,\N,"Y"
5593,"Cirrus Airlines",\N,\N,\N,\N,\N,"Y"
5594,"CCM Airlines",\N,\N,\N,\N,\N,"Y"
5595,"Augsburg Airways",\N,\N,\N,\N,\N,"Y"
5596,"Britannia Airways",\N,\N,\N,\N,\N,"N"
5597,"KLM UK",\N,\N,\N,\N,\N,"N"
5599,"British World Airlines",\N,\N,\N,\N,\N,"N"
5600,"Leisure International",\N,\N,\N,\N,\N,"N"
5666,"Badisch Pf",\N,\N,\N,\N,\N,"N"
5602,"Air Liberte",\N,\N,\N,\N,\N,"N"
5604,"LAPSA",\N,\N,\N,\N,\N,"N"
5605,"Dan Air",\N,\N,\N,\N,\N,"N"
5606,"Trump Shuttle",\N,\N,\N,\N,\N,"N"
5607,"Catskill Air",\N,\N,\N,\N,\N,"N"
5608,"Eurowings",\N,\N,\N,\N,\N,"Y"
5609,"Lufthansa",\N,\N,\N,\N,\N,"Y"
5610,"TAP Air Portugal",\N,\N,\N,\N,\N,"Y"
5611,"Emirates Airlines",\N,\N,\N,\N,\N,"N"
6374,"PrivatAir",\N,\N,\N,\N,\N,"Y"
5613,"TEMSCO Helicopter Tours",\N,\N,\N,\N,\N,"N"
5614,"Continental Express (ExpressJet)",\N,\N,\N,\N,\N,"Y"
5615,"US Airways Express (PSA Air)",\N,\N,\N,\N,\N,"N"
5617,"Ward Air",\N,\N,\N,\N,\N,"N"
5618,"Continental Connection (SkyWest)",\N,\N,\N,\N,\N,"N"
5619,"British European",\N,\N,\N,\N,\N,"N"
5620,"British Airways CitiExpress",\N,\N,\N,\N,\N,"N"
5621,"Continental Connection (Colgan Air)",\N,\N,\N,\N,\N,"Y"
5622,"Air New Zealand Link (Mount Cook Airline)",\N,\N,\N,\N,\N,"Y"
5623,"United Express (Shuttle America)",\N,\N,\N,\N,\N,"Y"
5624,"Continental Express (Chautauqua)",\N,\N,\N,\N,\N,"Y"
5625,"American Eagle (Executive Airlines)",\N,\N,\N,\N,\N,"Y"
5626,"Texas International Airlines",\N,\N,\N,\N,\N,"N"
5627,"Air Excel",\N,\N,\N,\N,\N,"N"
5628,"Precision Airways",\N,\N,\N,\N,\N,"N"
5629,"Horizon Airlines",\N,\N,\N,\N,\N,"N"
5664,"North American Airlines",\N,\N,\N,\N,\N,"Y"
5631,"Horizon Airlines",\N,\N,\N,\N,\N,"Y"
5632,"Continental Lite",\N,\N,\N,\N,\N,"N"
5633,"Charter",\N,\N,\N,\N,\N,"N"
5634,"American Connection",\N,\N,\N,\N,\N,"Y"
5635,"USAirways",\N,\N,\N,\N,\N,"Y"
5636,"Mesaba Airlines",\N,\N,\N,\N,\N,"Y"
5637,"Atlantic Coast Airlines",\N,\N,\N,\N,\N,"N"
5638,"CAAC",\N,\N,\N,\N,\N,"N"
5639,"ANA All Nippon",\N,\N,\N,\N,\N,"N"
5640,"Yellow Air Taxi","","Y0",\N,"","United States","N"
5641,"rthwest Airlines",\N,\N,\N,\N,\N,"Y"
5642,"ntinental Airlines",\N,\N,\N,\N,\N,"Y"
5643,"lta Air Lines",\N,\N,\N,\N,\N,"Y"
5644,"Airways",\N,\N,\N,\N,\N,"Y"
5645,"rTran Airways",\N,\N,\N,\N,\N,"Y"
5646,"r France",\N,\N,\N,\N,\N,"N"
5647,"Spice Jet",\N,\N,\N,\N,\N,"Y"
5648,"Jet Blue",\N,\N,\N,\N,\N,"Y"
5651,"Royal Air Cambodge","","VJ","RAC","","Cambodia","Y"
5652,"Deutsche Luftwaffe","","",\N,"","Germany","N"
5653,"North American Airlines",\N,\N,\N,\N,\N,"Y"
9400,"Alma de Mexico",\N,\N,\N,\N,\N,"N"
5655,"Great Lakes Aviation",\N,\N,\N,\N,\N,"N"
5656,"Sun Jet",\N,\N,\N,\N,\N,"N"
5657,"PIA Pakistan International",\N,\N,\N,\N,\N,"N"
5658,"PEOPLExpress",\N,\N,\N,\N,\N,"N"
5697,"Air Tran Airways",\N,\N,\N,\N,\N,"Y"
5698,"Cirrus Airlines",\N,\N,\N,\N,\N,"Y"
5699,"Egypt Air",\N,\N,\N,\N,\N,"Y"
5700,"Austrian Arrows",\N,\N,\N,\N,\N,"Y"
5701,"Air Aland",\N,\N,\N,\N,\N,"Y"
5702,"TAP Air Portugal",\N,\N,\N,\N,\N,"N"
6318,"Blue Hawaiian",\N,\N,\N,\N,\N,"N"
6310,"Wizz Air",\N,\N,\N,\N,\N,"Y"
5705,"Emirates Airlines",\N,\N,\N,\N,\N,"N"
5706,"Finnair",\N,\N,\N,\N,\N,"Y"
5707,"Aeroperlas",\N,\N,\N,\N,\N,"Y"
5708,"Aeropostal",\N,\N,\N,\N,\N,"N"
5709,"Rutaca",\N,\N,\N,\N,\N,"N"
5710,"Air Botnia",\N,\N,\N,\N,\N,"N"
5711,"American Eagle",\N,\N,\N,\N,\N,"N"
5712,"Britannia Airways",\N,\N,\N,\N,\N,"N"
6352,"Happag Lloyd",\N,\N,\N,\N,\N,"N"
5714,"KarAir",\N,\N,\N,\N,\N,"N"
5715,"Nouvelair Tunisie",\N,\N,\N,\N,\N,"Y"
5716,"Cirrus Airlines",\N,\N,\N,\N,\N,"Y"
5717,"Egypt Air",\N,\N,\N,\N,\N,"Y"
5718,"TAP Air Portugal",\N,\N,\N,\N,\N,"N"
6317,"Britannia",\N,\N,\N,\N,\N,"N"
6309,"Wizz Air",\N,\N,\N,\N,\N,"N"
5721,"Emirates Airlines",\N,\N,\N,\N,\N,"N"
5722,"Finnair",\N,\N,\N,\N,\N,"N"
5723,"Aeroperlas",\N,\N,\N,\N,\N,"N"
5724,"British Airways",\N,\N,\N,\N,\N,"N"
5725,"Aeropostal",\N,\N,\N,\N,\N,"N"
5726,"Rutaca",\N,\N,\N,\N,\N,"N"
5727,"Turkish Airlines",\N,\N,\N,\N,\N,"N"
5728,"American Eagle",\N,\N,\N,\N,\N,"N"
5729,"Air Botnia",\N,\N,\N,\N,\N,"N"
6351,"BEA",\N,\N,\N,\N,\N,"N"
5731,"Britannia Airways",\N,\N,\N,\N,\N,"N"
5732,"Sunways Intersun Havacilik (Kymppimatkat)",\N,\N,\N,\N,\N,"N"
5733,"Brazilian charter airline",\N,\N,\N,\N,\N,"N"
5734,"LAPA",\N,\N,\N,\N,\N,"N"
5735,"Finnaviation",\N,\N,\N,\N,\N,"N"
5736,"British Caledonian",\N,\N,\N,\N,\N,"N"
9399,"Aeromexico",\N,\N,\N,\N,\N,"N"
5738,"Wings Over Whales",\N,\N,\N,\N,\N,"Y"
5739,"Harbour Air",\N,\N,\N,\N,\N,"Y"
5740,"UA",\N,\N,\N,\N,\N,"Y"
5741,"DL",\N,\N,\N,\N,\N,"Y"
5742,"WN",\N,\N,\N,\N,\N,"Y"
5743,"UA",\N,\N,\N,\N,\N,"Y"
5744,"DL",\N,\N,\N,\N,\N,"Y"
5745,"WN",\N,\N,\N,\N,\N,"Y"
5746,"NW",\N,\N,\N,\N,\N,"Y"
5747,"F9",\N,\N,\N,\N,\N,"Y"
5748,"strian",\N,\N,\N,\N,\N,"Y"
5749,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
5750,"Sibir Airlines",\N,\N,\N,\N,\N,"N"
5751,"Britannia Airways",\N,\N,\N,\N,\N,"N"
5752,"Egypt Air",\N,\N,\N,\N,\N,"N"
5753,"Austrian",\N,\N,\N,\N,\N,"Y"
5754,"Sri Lankan",\N,\N,\N,\N,\N,"Y"
5755,"Augsburg Airways",\N,\N,\N,\N,\N,"Y"
5756,"Lufthansa",\N,\N,\N,\N,\N,"N"
5757,"Sunshinehelicopters",\N,\N,\N,\N,\N,"N"
5759,"Austrian Arrows",\N,\N,\N,\N,\N,"Y"
5760,"Egypt Air",\N,\N,\N,\N,\N,"Y"
5761,"America West",\N,\N,\N,\N,\N,"Y"
5762,"Air Dolomiti",\N,\N,\N,\N,\N,"N"
5763,"Helicopteros del Sureste",\N,\N,\N,\N,\N,"N"
5764,"DB",\N,\N,\N,\N,\N,"N"
5765,"Spanair",\N,\N,\N,\N,\N,"N"
5766,"Eurowings",\N,\N,\N,\N,\N,"N"
5767,"Air Madagaskar",\N,\N,\N,\N,\N,"N"
5768,"Cirrus Airlines",\N,\N,\N,\N,\N,"N"
5769,"Contact Air",\N,\N,\N,\N,\N,"N"
5770,"Croatia Airlines",\N,\N,\N,\N,\N,"N"
5771,"Varig",\N,\N,\N,\N,\N,"N"
5772,"Austral",\N,\N,\N,\N,\N,"N"
6316,"Caledonian",\N,\N,\N,\N,\N,"N"
5774,"CSA Czech Airlines",\N,\N,\N,\N,\N,"N"
5775,"Lauda Air",\N,\N,\N,\N,\N,"N"
5776,"Thai Airways",\N,\N,\N,\N,\N,"N"
5777,"Mexicana",\N,\N,\N,\N,\N,"N"
5778,"Uzbekistan Airways",\N,\N,\N,\N,\N,"N"
5779,"Armenian Airlines",\N,\N,\N,\N,\N,"N"
5780,"Sunrise Airlines",\N,\N,\N,\N,\N,"N"
5781,"Maersk Air",\N,\N,\N,\N,\N,"N"
5782,"Aerocaribe",\N,\N,\N,\N,\N,"N"
5783,"Air Littoral",\N,\N,\N,\N,\N,"N"
6350,"BEA",\N,\N,\N,\N,\N,"N"
5785,"Virgin Express",\N,\N,\N,\N,\N,"N"
5786,"CrossAir",\N,\N,\N,\N,\N,"N"
5787,"Debonair",\N,\N,\N,\N,\N,"N"
5788,"Sahsa",\N,\N,\N,\N,\N,"N"
5789,"rutarca",\N,\N,\N,\N,\N,"N"
5790,"Avensa",\N,\N,\N,\N,\N,"N"
5791,"Fuerzas Aereas de Peru",\N,\N,\N,\N,\N,"N"
5792,"Americana",\N,\N,\N,\N,\N,"N"
5793,"TWA",\N,\N,\N,\N,\N,"N"
5794,"BWIA",\N,\N,\N,\N,\N,"N"
5795,"Air Littoral",\N,\N,\N,\N,\N,"N"
5796,"Crossair",\N,\N,\N,\N,\N,"N"
6349,"Shoruk Air",\N,\N,\N,\N,\N,"N"
6343,"KE",\N,\N,\N,\N,\N,"N"
5799,"Falcon Air",\N,\N,\N,\N,\N,"N"
5800,"Goodjet",\N,\N,\N,\N,\N,"N"
5801,"CityJet",\N,\N,\N,\N,\N,"N"
5802,"Braathens Malm",\N,\N,\N,\N,\N,"N"
5803,"Delta Connection",\N,\N,\N,\N,\N,"N"
5804,"United Express",\N,\N,\N,\N,\N,"Y"
5805,"US Airways Express",\N,\N,\N,\N,\N,"N"
5806,"MASwings",\N,\N,\N,\N,\N,"N"
6373,"TuiFly",\N,\N,\N,\N,\N,"Y"
5808,"ERA Aviation",\N,\N,\N,\N,\N,"N"
5809,"Jet Blue",\N,\N,\N,\N,\N,"N"
5810,"SAA South African Airways",\N,\N,\N,\N,\N,"N"
5811,"British West Indian Airways",\N,\N,\N,\N,\N,"N"
5812,"helicopter",\N,\N,\N,\N,\N,"N"
5813,"Air Mandalay","","6T",\N,"Six Tango","Burma","Y"
5814,"Meravo","meravo","",\N,"","Germany","N"
5815,"EasyJet Airline",\N,\N,\N,\N,\N,"N"
5816,"Hapag Lloyd Express",\N,\N,\N,\N,\N,"N"
5817,"USAirways",\N,\N,\N,\N,\N,"N"
5818,"EasyJet Airline",\N,\N,\N,\N,\N,"N"
5819,"Planet Airways",\N,\N,\N,\N,\N,"N"
5820,"Great Lakes Aviation",\N,\N,\N,\N,\N,"Y"
5821,"easyJet",\N,\N,\N,\N,\N,"Y"
6315,"Morris Air",\N,\N,\N,\N,\N,"N"
5823,"Olympic Airways",\N,\N,\N,\N,\N,"N"
5824,"Islandsflug",\N,\N,\N,\N,\N,"N"
5825,"British Island Airways",\N,\N,\N,\N,\N,"N"
5826,"British World",\N,\N,\N,\N,\N,"N"
5827,"Britannia Airways",\N,\N,\N,\N,\N,"N"
5828,"Dan Air London",\N,\N,\N,\N,\N,"N"
5829,"HellasJet",\N,\N,\N,\N,\N,"N"
5830,"Britannia",\N,\N,\N,\N,\N,"N"
5831,"Transmandu",\N,\N,\N,\N,\N,"N"
5832,"Emirates Airlines",\N,\N,\N,\N,\N,"N"
5833,"TEA Switzerland","","","4SW","","Switzerland","N"
5834,"Jet Blue",\N,\N,\N,\N,\N,"Y"
5835,"JAL Japan Airlines",\N,\N,\N,\N,\N,"Y"
5836,"Quantas",\N,\N,\N,\N,\N,"Y"
5837,"Lufthansa",\N,\N,\N,\N,\N,"Y"
5838,"ANK Air Nippon",\N,\N,\N,\N,\N,"Y"
5839,"Blue1",\N,\N,\N,\N,\N,"Y"
5840,"Aeromexico",\N,\N,\N,\N,\N,"Y"
6382,"SWISS European Airlines",\N,\N,\N,\N,\N,"N"
5842,"Olympic Aviation",\N,\N,\N,\N,\N,"N"
5843,"Macedonian Airlines",\N,\N,\N,\N,\N,"N"
5844,"Olympic Airways",\N,\N,\N,\N,\N,"N"
5845,"Varig",\N,\N,\N,\N,\N,"N"
5846,"Frisia-Luftverkehr GmbH",\N,\N,\N,\N,\N,"N"
5847,"gexx",\N,\N,\N,\N,\N,"N"
5848,"Hapag-Lloyd Fluggesellschaft",\N,\N,\N,\N,\N,"N"
5849,"British Midlands",\N,\N,\N,\N,\N,"N"
5850,"Lan Chile",\N,\N,\N,\N,\N,"N"
5851,"Privatflug",\N,\N,\N,\N,\N,"N"
5852,"Nordeste",\N,\N,\N,\N,\N,"N"
5853,"Rio-Sul",\N,\N,\N,\N,\N,"N"
5854,"Frontier Airlines",\N,\N,\N,\N,\N,"N"
5855,"Air Afrique",\N,\N,\N,\N,\N,"N"
5856,"Union des Transports A",\N,\N,\N,\N,\N,"N"
5857,"Ukraine International Airlines",\N,\N,\N,\N,\N,"N"
5858,"LH",\N,\N,\N,\N,\N,"N"
5859,"G3",\N,\N,\N,\N,\N,"N"
5860,"VY",\N,\N,\N,\N,\N,"N"
5861,"DY",\N,\N,\N,\N,\N,"N"
5862,"DL",\N,\N,\N,\N,\N,"N"
5863,"EY",\N,\N,\N,\N,\N,"N"
5864,"N6",\N,\N,\N,\N,\N,"N"
5865,"LTU",\N,\N,\N,\N,\N,"N"
5866,"AF",\N,\N,\N,\N,\N,"N"
5867,"Fly Niki",\N,\N,\N,\N,\N,"Y"
5868,"Rossiya",\N,\N,\N,\N,\N,"Y"
5869,"Varig",\N,\N,\N,\N,\N,"N"
5870,"VP",\N,\N,\N,\N,\N,"N"
6308,"Condor",\N,\N,\N,\N,\N,"N"
5872,"Gol Linhas A",\N,\N,\N,\N,\N,"Y"
5873,"FAB Brazilian Air Force",\N,\N,\N,\N,\N,"Y"
5874,"Varig",\N,\N,\N,\N,\N,"Y"
5875,"Interbrasil Star",\N,\N,\N,\N,\N,"N"
5876,"rizon Airlines",\N,\N,\N,\N,\N,"N"
5877,"ntinental Airlines",\N,\N,\N,\N,\N,"Y"
5878,"lta Air Lines",\N,\N,\N,\N,\N,"N"
5879,"ited Airlines",\N,\N,\N,\N,\N,"N"
5880,"erica West Airlines",\N,\N,\N,\N,\N,"N"
5881,"Gol Linhas A",\N,\N,\N,\N,\N,"N"
5882,"Varig",\N,\N,\N,\N,\N,"N"
5883,"American Airlines",\N,\N,\N,\N,\N,"N"
5884,"Canadian Airways",\N,\N,\N,\N,\N,"N"
5885,"TAM",\N,\N,\N,\N,\N,"Y"
6314,"Eastern Airlines",\N,\N,\N,\N,\N,"N"
5887,"Malmo Aviation",\N,\N,\N,\N,\N,"N"
5888,"Charter Flight",\N,\N,\N,\N,\N,"N"
5889,"Fort Worth Air",\N,\N,\N,\N,\N,"N"
5890,"Forth Worth Air",\N,\N,\N,\N,\N,"N"
5891,"Grand Canyon Airlines",\N,\N,\N,\N,\N,"N"
5892,"ATI",\N,\N,\N,\N,\N,"N"
5893,"public Airlines",\N,\N,\N,\N,\N,"N"
5894,"ited Airlines",\N,\N,\N,\N,\N,"N"
5895,"erican Airlines",\N,\N,\N,\N,\N,"N"
5896,"sett",\N,\N,\N,\N,\N,"N"
5897,"pulse Airlines",\N,\N,\N,\N,\N,"N"
5898,"ntas Airways",\N,\N,\N,\N,\N,"N"
5899,"fthansa",\N,\N,\N,\N,\N,"N"
5900,"itish Airways",\N,\N,\N,\N,\N,"N"
5901,"Impulse Airlines",\N,\N,\N,\N,\N,"N"
5902,"Air Anglia","","",\N,"","ALL","N"
5903,"Trans Australian Airlines","","",\N,"","Australia","N"
5904,"DanAir",\N,\N,\N,\N,\N,"N"
5905,"TAN-SAHSA","","SH",\N,"Sierra Hotel","Honduras","N"
5906,"ZAS Airlines",\N,\N,\N,\N,\N,"N"
5907,"TK Turkish Airlines",\N,\N,\N,\N,\N,"N"
5908,"Hummingbird",\N,\N,\N,\N,\N,"N"
6372,"SWISS",\N,\N,\N,\N,\N,"Y"
-1,"Unknown",\N,"-","N/A",\N,\N,"Y"
6342,"CX",\N,\N,\N,\N,\N,"N"
6341,"BA",\N,\N,\N,\N,\N,"N"
6340,"OS",\N,\N,\N,\N,\N,"N"
6339,"AN",\N,\N,\N,\N,\N,"N"
6338,"AY",\N,\N,\N,\N,\N,"N"
6337,"QI",\N,\N,\N,\N,\N,"N"
6336,"BT",\N,\N,\N,\N,\N,"N"
6335,"XF",\N,\N,\N,\N,\N,"N"
6334,"JQ",\N,\N,\N,\N,\N,"N"
6333,"NH",\N,\N,\N,\N,\N,"N"
6332,"DJ",\N,\N,\N,\N,\N,"N"
6331,"JL",\N,\N,\N,\N,\N,"N"
6330,"NZ",\N,\N,\N,\N,\N,"N"
5925,"Volareweb",\N,\N,\N,\N,\N,"Y"
5926,"Myair",\N,\N,\N,\N,\N,"Y"
5927,"mair",\N,\N,\N,\N,\N,"Y"
5928,"lta Air Lines",\N,\N,\N,\N,\N,"Y"
5929,"ntinental Airlines",\N,\N,\N,\N,\N,"Y"
5930,"uthwest Airlines",\N,\N,\N,\N,\N,"Y"
5931,"ited Airlines",\N,\N,\N,\N,\N,"Y"
5932,"erican Airlines",\N,\N,\N,\N,\N,"Y"
5933,"rthwest Airlines",\N,\N,\N,\N,\N,"Y"
5934,"rgin Atlantic Airways",\N,\N,\N,\N,\N,"Y"
5935,"ontier Airlines",\N,\N,\N,\N,\N,"Y"
5936,"irit Air",\N,\N,\N,\N,\N,"N"
5937,"italia",\N,\N,\N,\N,\N,"N"
5938,"tBlue",\N,\N,\N,\N,\N,"N"
5939,"TranStar",\N,\N,\N,\N,\N,"N"
5940,"Texas International",\N,\N,\N,\N,\N,"N"
5941,"Allegheny",\N,\N,\N,\N,\N,"Y"
5942,"Canada",\N,\N,\N,\N,\N,"N"
5943,"rmanwings",\N,\N,\N,\N,\N,"N"
5944,"fthansa",\N,\N,\N,\N,\N,"N"
5945,"rthwest Airlines",\N,\N,\N,\N,\N,"N"
6348,"Bizz",\N,\N,\N,\N,\N,"N"
5947,"SmartWings",\N,\N,\N,\N,\N,"N"
5948,"NWA",\N,\N,\N,\N,\N,"N"
6371,"Thai Airways",\N,\N,\N,\N,\N,"Y"
6370,"Orion Air",\N,\N,\N,\N,\N,"Y"
6369,"OLT",\N,\N,\N,\N,\N,"Y"
6368,"Wizzair Ukraine",\N,\N,\N,\N,\N,"Y"
6367,"Wizzair Hungary",\N,\N,\N,\N,\N,"Y"
6366,"JuAir",\N,\N,\N,\N,\N,"Y"
6365,"",\N,\N,\N,\N,\N,"Y"
6364,"",\N,\N,\N,\N,\N,"Y"
5960,"LH4919",\N,\N,\N,\N,\N,"N"
5961,"Piemont",\N,\N,\N,\N,\N,"N"
5962,"BEX",\N,\N,\N,\N,\N,"N"
5963,"Business Express",\N,\N,\N,\N,\N,"N"
5964,"Odessa Airlines",\N,\N,\N,\N,\N,"N"
5965,"Kulula",\N,\N,\N,\N,\N,"Y"
5966,"Dan Air",\N,\N,\N,\N,\N,"N"
5967,"Military",\N,\N,\N,\N,\N,"Y"
5968,"AIRPORT-OPERATED",\N,\N,\N,\N,\N,"N"
5969,"ICARO",\N,\N,\N,\N,\N,"Y"
5970,"Aerogal",\N,\N,\N,\N,\N,"Y"
5971,"LIAT",\N,\N,\N,\N,\N,"Y"
6363,"",\N,\N,\N,\N,\N,"Y"
5973,"Aeropostal",\N,\N,\N,\N,\N,"N"
5974,"BWIA",\N,\N,\N,\N,\N,"N"
5975,"PanAm",\N,\N,\N,\N,\N,"N"
5976,"RenoAir",\N,\N,\N,\N,\N,"N"
5977,"DeutscheBA",\N,\N,\N,\N,\N,"N"
5978,"Aeroperlas",\N,\N,\N,\N,\N,"Y"
5979,"Austasia",\N,\N,\N,\N,\N,"Y"
5980,"LIAT",\N,\N,\N,\N,\N,"Y"
6360,"",\N,\N,\N,\N,\N,"Y"
5982,"Air Busan",\N,"BX","ABL","Air Busan","Republic of Korea","Y"
6361,"",\N,\N,\N,\N,\N,"Y"
5984,"Easyjet Switzerland",\N,\N,\N,\N,\N,"Y"
5985,"Easyjet Switzerland",\N,\N,\N,\N,\N,"N"
